HIED_2011_data_flag,HIED_2012_data_flag,HIED_2013_data_flag,MADIP_ID_04,hied_2011_attendance_type,hied_2011_completion_field,hied_2011_completion_flag,hied_2011_field,hied_2011_level,hied_2012_attendance_type,hied_2012_completion_field,hied_2012_completion_flag,hied_2012_field,hied_2012_level,hied_2013_attendance_type,hied_2013_completion_field,hied_2013_completion_flag,hied_2013_field,hied_2013_level,hied_cob_2dig,hied_cob_ind,hied_disability_ind,hied_indigenous_ind,hied_language_ind,hied_2011_completion_course_type,hied_2012_completion_course_type,hied_2013_completion_course_type,hied_yr_arrival,gender
1,0,1,C1600088989,1,30701,1,30701,@@,2,69903,1,69903,@@,1,60301,1,60301,10,61,1,3,2,3,@@,@@,10,@@@@,M
0,0,1,C1600088994,1,@@,0,80399,@@,1,@@,0,90701,@@,1,60300,1,60300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600088995,0,69901,1,69901,@@,2,@@,0,31300,4,1,@@,0,40100,10,11,1,2,2,1,@@,4,10,1992,F
0,0,0,C1600089007,1,@@,0,90701,10,1,79999,1,79999,4,1,@@,0,30301,@@,11,2,1,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600089039,1,@@,0,31300,10,2,0,1,0,4,1,@@,0,70103,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600089042,1,@@,0,0,11,1,40103,1,40103,@@,1,@@,0,91105,@@,11,1,1,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600089075,1,70103,1,70103,10,2,90501,1,90501,@@,1,@@,0,0,@@,11,2,2,2,1,10,@@,@@,@@@@,F
0,1,0,C1600089109,1,80101,1,80101,@@,2,@@,0,80399,10,2,10000,1,10000,@@,11,1,2,2,1,@@,10,@@,@@@@,F
1,0,1,C1600089126,0,61703,1,61703,10,2,@@,0,10000,10,1,@@,0,50999,10,11,1,2,2,1,10,10,10,@@@@,F
0,0,1,C1600089130,2,@@,0,0,@@,1,@@,0,60101,4,1,80303,1,80303,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600089150,2,10703,1,10703,@@,2,@@,0,80503,@@,2,@@,0,69903,10,11,1,3,2,1,@@,@@,10,@@@@,M
0,1,1,C1600089169,1,80000,1,80000,10,1,100700,1,100700,10,1,@@,0,60300,10,92,2,2,2,1,10,10,10,@@@@,F
0,0,1,C1600089178,1,90900,1,90900,60,2,70100,1,70100,@@,1,70103,1,70103,@@,11,1,2,2,1,60,@@,@@,@@@@,M
0,0,1,C1600089184,1,@@,0,61300,@@,2,61101,1,61101,@@,2,@@,0,61301,@@,11,1,2,2,3,@@,@@,@@,1999,F
1,0,1,C1600089213,1,@@,0,61101,@@,1,60301,1,60301,10,2,@@,0,39900,10,11,2,2,1,3,@@,@@,@@,@@@@,F
1,0,0,C1600089241,1,20300,1,20300,@@,1,70105,1,70105,7,1,@@,0,80301,4,11,2,2,2,1,@@,7,4,@@@@,M
0,0,0,C1600089279,2,@@,0,70103,@@,0,39900,1,39900,@@,1,70115,1,70115,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600089284,2,@@,0,61703,@@,2,39999,1,39999,@@,2,60301,1,60301,10,11,1,2,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600089291,1,0,1,0,10,2,90101,1,90101,10,1,90313,1,90313,2,11,1,2,2,1,10,10,2,@@@@,F
1,0,0,C1600089303,1,@@,0,69903,10,1,@@,0,19901,60,1,0,1,0,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600089331,1,69900,1,69900,10,1,@@,0,100101,@@,1,@@,0,19999,6,11,1,2,2,1,10,@@,6,@@@@,F
0,1,0,C1600089340,1,@@,0,90300,@@,1,60301,1,60301,30,2,@@,0,69903,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600089342,2,70109,1,70109,@@,1,@@,0,0,@@,1,@@,0,40103,10,21,1,3,2,1,@@,@@,10,@@@@,F
1,1,1,C1600089368,2,60305,1,60305,10,1,@@,0,30000,10,1,10000,1,10000,10,11,1,3,2,1,10,10,10,@@@@,F
1,1,1,C1600089381,2,80101,1,80101,@@,0,60301,1,60301,@@,1,20115,1,20115,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600089387,1,60101,1,60101,10,1,29901,1,29901,@@,1,@@,0,91103,10,92,2,2,2,1,10,@@,10,2005,F
0,1,1,C1600089389,1,60100,1,60100,@@,1,@@,0,69900,10,0,@@,0,91703,10,91,2,2,2,1,@@,10,10,@@@@,F
0,1,0,C1600089408,2,@@,0,90300,10,2,109999,1,109999,60,1,20100,1,20100,10,72,1,3,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600089439,1,70105,1,70105,10,1,@@,0,100000,@@,1,90701,1,90701,6,11,2,2,2,1,10,@@,6,@@@@,F
0,0,1,C1600089475,1,61711,1,61711,60,1,70105,1,70105,@@,2,10900,1,10900,4,11,1,1,2,1,60,@@,4,@@@@,M
0,1,0,C1600089508,1,80300,1,80300,10,2,90501,1,90501,10,1,0,1,0,@@,11,2,3,2,1,10,10,@@,&&&&,M
1,0,0,C1600089515,1,50500,1,50500,@@,1,@@,0,80399,@@,1,90500,1,90500,10,11,2,2,2,3,@@,@@,10,@@@@,M
0,0,0,C1600089526,1,@@,0,60115,@@,2,@@,0,90999,10,1,31300,1,31300,10,&&,1,2,2,1,@@,@@,@@,2011,F
0,1,0,C1600089536,0,80300,1,80300,@@,1,30000,1,30000,10,2,@@,0,90900,@@,11,1,3,2,1,@@,10,@@,@@@@,F
1,0,0,C1600089554,1,100501,1,100501,11,1,90501,1,90501,@@,1,@@,0,70105,@@,11,1,2,2,1,11,@@,@@,@@@@,F
0,0,1,C1600089579,1,@@,0,60300,@@,2,@@,0,20399,10,1,80300,1,80300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600089583,0,40300,1,40300,@@,2,@@,0,80300,@@,2,60300,1,60300,@@,11,1,2,2,1,@@,@@,@@,9998,F
1,1,1,C1600089605,0,80000,1,80000,4,2,99999,1,99999,@@,1,@@,0,90309,@@,11,2,2,2,1,4,@@,@@,@@@@,F
0,0,1,C1600089618,1,19999,1,19999,10,1,90700,1,90700,@@,1,40101,1,40101,4,11,&,3,2,1,10,@@,4,@@@@,M
0,0,1,C1600089625,1,@@,0,91100,@@,1,79900,1,79900,@@,1,90999,1,90999,@@,11,1,2,2,1,@@,@@,@@,1988,M
0,1,1,C1600089649,0,@@,0,80300,@@,2,70103,1,70103,@@,1,@@,0,80311,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600089650,2,69903,1,69903,@@,1,69903,1,69903,10,1,99999,1,99999,@@,11,1,2,2,3,@@,10,@@,@@@@,F
0,0,1,C1600089661,1,69903,1,69903,@@,2,@@,0,90000,@@,1,@@,0,90100,10,11,1,3,2,3,@@,@@,10,@@@@,F
0,0,1,C1600089667,2,@@,0,91900,10,0,@@,0,90000,@@,2,@@,0,61101,10,11,1,3,3,1,@@,@@,@@,2003,F
1,0,0,C1600089668,1,10999,1,10999,6,1,90300,1,90300,@@,1,@@,0,29901,@@,11,1,3,2,1,6,@@,@@,@@@@,F
0,0,1,C1600089670,0,19901,1,19901,@@,1,@@,0,80300,10,1,80101,1,80101,@@,41,1,2,2,1,@@,10,@@,@@@@,F
0,0,1,C1600089695,0,70103,1,70103,@@,2,@@,0,90300,@@,1,10900,1,10900,@@,11,2,3,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600089714,2,90000,1,90000,@@,2,@@,0,100700,10,1,@@,0,91901,@@,11,1,2,2,1,@@,10,@@,@@@@,M
0,1,1,C1600089730,1,@@,0,80399,@@,2,31501,1,31501,9,2,@@,0,60300,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600089772,1,31301,1,31301,10,1,@@,0,100101,10,1,70105,1,70105,@@,11,2,2,2,1,10,10,@@,2003,M
1,1,1,C1600089786,1,@@,0,99999,@@,1,@@,0,90900,@@,2,91703,1,91703,10,11,1,2,2,1,@@,@@,@@,1993,F
0,0,1,C1600089794,1,80301,1,80301,@@,1,70103,1,70103,@@,1,@@,0,100799,10,42,1,2,2,1,@@,@@,10,@@@@,M
0,0,0,C1600089806,1,80300,1,80300,@@,1,61901,1,61901,21,1,0,1,0,10,11,1,2,2,1,@@,21,10,@@@@,F
1,0,1,C1600089846,1,60399,1,60399,@@,1,60101,1,60101,10,1,@@,0,0,@@,11,2,2,2,1,@@,10,@@,@@@@,F
1,1,0,C1600089862,1,0,1,0,@@,1,@@,0,90399,@@,2,@@,0,19901,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600089863,2,80399,1,80399,@@,2,@@,0,70103,@@,1,70105,1,70105,@@,21,2,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600089865,2,80101,1,80101,@@,1,70199,1,70199,@@,1,91199,1,91199,61,11,1,3,2,3,@@,@@,61,@@@@,M
0,1,1,C1600089871,1,@@,0,81101,@@,1,90000,1,90000,@@,1,@@,0,70105,30,11,2,3,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600089884,1,50105,1,50105,10,1,@@,0,30399,4,1,80300,1,80300,@@,92,1,3,2,1,10,4,@@,2009,F
1,0,0,C1600089932,1,@@,0,60100,@@,2,@@,0,70100,@@,1,@@,0,10713,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600089961,1,30301,1,30301,@@,2,90505,1,90505,@@,2,80000,1,80000,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600089966,2,@@,0,70103,@@,1,@@,0,20100,@@,2,91105,1,91105,10,11,1,3,2,3,@@,@@,@@,@@@@,F
1,0,1,C1600089988,0,90900,1,90900,@@,2,80303,1,80303,@@,1,90399,1,90399,10,81,2,3,2,1,@@,@@,10,@@@@,F
1,0,1,C1600090006,1,@@,0,90399,10,2,@@,0,60399,@@,2,@@,0,0,@@,11,1,1,2,1,@@,@@,@@,2005,F
1,1,1,C1600090019,2,10000,1,10000,10,2,60199,1,60199,@@,1,0,1,0,@@,11,1,2,2,1,10,@@,@@,2008,F
1,0,0,C1600090021,2,90701,1,90701,@@,2,91105,1,91105,@@,1,90300,1,90300,@@,61,1,2,2,3,@@,@@,@@,@@@@,M
1,1,1,C1600090027,1,60300,1,60300,@@,1,39900,1,39900,10,2,@@,0,80303,@@,11,1,3,2,1,@@,10,@@,@@@@,F
0,1,1,C1600090058,1,40105,1,40105,@@,2,61300,1,61300,@@,1,@@,0,70103,10,11,1,2,2,3,@@,@@,10,@@@@,M
0,1,0,C1600090070,2,0,1,0,@@,1,60301,1,60301,10,1,60701,1,60701,@@,15,1,3,2,1,@@,10,@@,@@@@,F
0,1,0,C1600090071,1,@@,0,61901,@@,1,30900,1,30900,10,1,99999,1,99999,10,11,2,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600090078,2,100700,1,100700,@@,2,10000,1,10000,@@,1,@@,0,60300,@@,11,2,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600090142,1,60300,1,60300,@@,1,90000,1,90000,10,1,@@,0,80399,@@,92,1,3,2,1,@@,10,@@,@@@@,F
0,0,0,C1600090163,1,80399,1,80399,10,1,@@,0,70100,@@,2,61501,1,61501,10,11,1,2,2,1,10,@@,10,@@@@,M
1,1,0,C1600090176,1,60300,1,60300,@@,1,70105,1,70105,2,1,70105,1,70105,@@,61,2,2,2,1,@@,2,@@,@@@@,F
0,0,0,C1600090215,1,@@,0,100799,@@,2,90900,1,90900,@@,1,@@,0,30900,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
0,0,0,C1600090221,2,@@,0,0,@@,1,39999,1,39999,10,1,@@,0,30000,@@,32,1,1,2,1,@@,@@,@@,1999,M
1,1,0,C1600090248,1,99903,1,99903,@@,1,@@,0,59901,10,1,90000,1,90000,@@,11,2,2,2,1,@@,10,@@,@@@@,F
0,1,1,C1600090264,0,@@,0,60901,13,1,@@,0,100700,@@,1,90399,1,90399,@@,11,2,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600090265,2,100301,1,100301,4,1,90501,1,90501,@@,1,99903,1,99903,@@,61,1,3,2,1,4,@@,@@,@@@@,F
0,1,0,C1600090266,1,@@,0,40199,@@,1,@@,0,10000,@@,1,@@,0,69901,@@,71,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600090267,1,@@,0,19999,@@,1,90300,1,90300,@@,1,70101,1,70101,10,11,1,1,2,3,@@,@@,@@,@@@@,F
0,1,1,C1600090268,1,10000,1,10000,30,1,@@,0,60399,11,2,@@,0,80000,10,12,2,2,2,1,30,11,10,@@@@,F
0,0,1,C1600090286,2,99903,1,99903,@@,1,60301,1,60301,@@,1,100703,1,100703,@@,11,1,2,1,1,@@,@@,@@,@@@@,F
1,1,0,C1600090289,2,@@,0,90300,@@,1,@@,0,69903,@@,1,90300,1,90300,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600090293,1,61303,1,61303,10,1,@@,0,90300,10,2,90000,1,90000,10,11,1,3,2,1,10,10,10,@@@@,F
0,1,1,C1600090365,2,@@,0,80300,@@,1,99999,1,99999,60,1,@@,0,61300,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600090368,1,99999,1,99999,10,1,39900,1,39900,@@,1,70101,1,70101,@@,61,1,2,2,3,10,@@,@@,@@@@,F
0,0,0,C1600090370,1,@@,0,50999,@@,1,@@,0,90000,@@,1,@@,0,80315,@@,11,2,2,2,3,@@,@@,@@,@@@@,M
0,0,0,C1600090371,1,61711,1,61711,@@,2,@@,0,90000,30,1,90999,1,90999,10,11,1,2,2,3,@@,30,10,@@@@,F
0,0,1,C1600090373,1,@@,0,100500,50,2,0,1,0,10,1,@@,0,20399,@@,11,2,2,2,1,@@,@@,@@,2003,F
0,0,0,C1600090391,1,120103,1,120103,@@,2,@@,0,80399,@@,2,61703,1,61703,@@,92,1,2,2,1,@@,@@,@@,@@@@,M
1,1,0,C1600090399,1,@@,0,0,@@,1,60100,1,60100,10,1,10999,1,10999,10,62,1,3,2,3,@@,@@,@@,@@@@,F
1,1,1,C1600090404,1,@@,0,60301,2,1,70103,1,70103,@@,1,90000,1,90000,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600090442,1,@@,0,60301,@@,1,80000,1,80000,10,2,90309,1,90309,6,11,1,3,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600090448,2,80300,1,80300,10,1,0,1,0,@@,1,61703,1,61703,@@,11,1,2,2,1,10,@@,@@,2000,M
0,1,1,C1600090449,1,@@,0,20399,@@,1,0,1,0,10,2,@@,0,60300,@@,11,2,3,1,1,@@,@@,@@,@@@@,M
1,1,0,C1600090507,1,@@,0,80323,@@,1,@@,0,10000,10,1,90701,1,90701,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600090520,1,@@,0,80000,@@,1,@@,0,60300,@@,1,90999,1,90999,10,11,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600090532,1,@@,0,92199,@@,1,@@,0,61307,4,1,@@,0,19901,@@,11,1,2,2,3,@@,@@,@@,@@@@,M
1,0,0,C1600090539,1,59999,1,59999,@@,2,70105,1,70105,@@,1,70101,1,70101,4,11,1,2,2,3,@@,@@,4,@@@@,F
0,0,0,C1600090547,1,@@,0,60500,10,1,69999,1,69999,@@,1,@@,0,80101,@@,11,1,2,2,1,@@,@@,@@,1972,F
0,1,1,C1600090577,1,20399,1,20399,@@,1,50999,1,50999,@@,1,70103,1,70103,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600090583,2,@@,0,90900,@@,1,0,1,0,@@,1,@@,0,80319,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
0,0,0,C1600090594,1,@@,0,90300,4,2,90701,1,90701,@@,2,@@,0,90501,10,82,2,2,2,3,@@,@@,@@,@@@@,F
0,0,0,C1600090618,2,30903,1,30903,@@,1,60301,1,60301,@@,1,10905,1,10905,10,11,2,2,2,1,@@,@@,10,@@@@,F
0,1,1,C1600090619,2,@@,0,20300,@@,2,@@,0,90501,10,2,@@,0,90501,13,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600090622,1,@@,0,80300,60,1,0,1,0,@@,1,20100,1,20100,10,71,1,2,2,1,@@,@@,@@,2007,F
1,0,1,C1600090628,2,@@,0,70101,60,0,@@,0,10101,@@,1,@@,0,90000,@@,71,2,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600090630,2,80503,1,80503,6,1,60301,1,60301,10,2,100301,1,100301,@@,41,2,2,2,3,6,10,@@,@@@@,M
1,0,0,C1600090638,2,@@,0,10000,@@,1,61701,1,61701,@@,1,59999,1,59999,@@,11,2,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600090657,1,@@,0,61701,@@,1,@@,0,0,@@,1,40107,1,40107,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600090669,1,89999,1,89999,@@,1,@@,0,80300,2,1,20000,1,20000,@@,11,2,3,2,1,@@,2,@@,@@@@,F
0,1,0,C1600090699,1,@@,0,19901,@@,1,@@,0,10500,@@,1,10000,1,10000,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600090705,1,90900,1,90900,4,0,@@,0,92101,10,2,@@,0,60119,@@,12,1,1,2,1,4,10,@@,@@@@,F
1,1,1,C1600090714,1,@@,0,80505,10,2,@@,0,10000,8,1,61701,1,61701,@@,11,1,2,2,3,@@,@@,@@,@@@@,M
1,1,0,C1600090715,2,@@,0,31300,10,1,90000,1,90000,@@,2,@@,0,90000,@@,11,1,2,2,1,@@,@@,@@,2007,M
1,1,1,C1600090733,1,80000,1,80000,@@,2,10999,1,10999,10,2,90000,1,90000,@@,11,2,2,2,1,@@,10,@@,@@@@,M
1,1,0,C1600090736,0,69905,1,69905,10,1,50100,1,50100,@@,1,60101,1,60101,@@,51,1,1,2,1,10,@@,@@,@@@@,F
0,1,0,C1600090741,1,10999,1,10999,@@,2,@@,0,90701,10,0,90500,1,90500,@@,11,1,2,2,3,@@,10,@@,2006,M
0,0,1,C1600090753,1,@@,0,90900,@@,1,@@,0,91901,@@,1,31703,1,31703,@@,11,1,2,2,1,@@,@@,@@,1999,F
0,0,1,C1600090774,1,@@,0,60301,@@,2,10999,1,10999,@@,1,@@,0,70303,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600090789,1,@@,0,90307,@@,2,@@,0,80399,@@,1,@@,0,80399,4,11,1,3,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600090790,0,@@,0,90900,10,2,90701,1,90701,10,2,@@,0,90000,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600090799,1,90900,1,90900,@@,2,60301,1,60301,@@,2,90701,1,90701,@@,11,2,3,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600090830,2,10000,1,10000,6,2,70100,1,70100,4,1,@@,0,60101,10,22,1,2,2,1,6,4,10,@@@@,F
0,1,1,C1600090867,1,80399,1,80399,@@,2,30900,1,30900,@@,1,70105,1,70105,10,11,1,2,2,3,@@,@@,10,1996,F
0,0,1,C1600090870,1,90900,1,90900,10,1,60701,1,60701,@@,1,90399,1,90399,@@,11,2,2,2,1,10,@@,@@,@@@@,F
1,1,0,C1600090876,1,30703,1,30703,@@,1,90500,1,90500,10,1,@@,0,80301,@@,11,1,2,2,1,@@,10,@@,@@@@,F
0,0,1,C1600090880,1,70100,1,70100,10,1,@@,0,69901,10,2,40303,1,40303,4,21,1,3,2,1,10,10,4,@@@@,F
0,1,0,C1600090902,2,90501,1,90501,@@,1,@@,0,60301,@@,1,39999,1,39999,10,11,1,3,2,1,@@,@@,10,9998,F
1,1,1,C1600090914,2,@@,0,0,@@,1,@@,0,89999,6,2,@@,0,70103,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600090923,1,@@,0,99999,@@,1,90300,1,90300,@@,1,40100,1,40100,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600090925,2,60901,1,60901,@@,1,60301,1,60301,30,2,@@,0,90501,10,11,1,2,2,1,@@,30,10,@@@@,F
0,0,1,C1600090928,1,@@,0,10900,@@,1,60300,1,60300,@@,1,@@,0,80399,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600090958,1,80300,1,80300,@@,2,80300,1,80300,10,1,@@,0,60901,@@,11,1,3,2,1,@@,10,@@,@@@@,F
0,0,0,C1600090982,1,80301,1,80301,@@,0,@@,0,70103,@@,1,@@,0,0,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600090991,1,90900,1,90900,@@,0,@@,0,69900,@@,1,@@,0,90000,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600091040,1,20000,1,20000,10,1,100101,1,100101,4,1,@@,0,19999,10,91,1,2,2,1,10,4,10,@@@@,F
1,0,0,C1600091077,1,@@,0,100703,@@,1,@@,0,61701,10,1,50999,1,50999,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600091090,1,60301,1,60301,9,1,@@,0,80505,@@,1,@@,0,91703,@@,11,2,2,2,1,9,@@,@@,@@@@,F
0,0,0,C1600091108,1,@@,0,60101,@@,1,@@,0,79999,50,1,@@,0,60501,@@,11,1,3,2,1,@@,@@,@@,2008,F
0,1,0,C1600091125,1,60301,1,60301,@@,2,60301,1,60301,10,1,@@,0,80300,10,11,1,1,2,1,@@,10,10,@@@@,F
0,1,1,C1600091190,0,70100,1,70100,@@,1,@@,0,60100,10,1,@@,0,70101,@@,71,1,2,2,1,@@,10,@@,@@@@,M
1,1,1,C1600091225,2,90700,1,90700,@@,2,@@,0,100500,@@,1,@@,0,60315,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600091237,1,@@,0,80303,10,1,@@,0,90700,@@,1,70000,1,70000,@@,92,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600091257,1,70101,1,70101,10,1,70199,1,70199,@@,2,@@,0,100705,@@,11,1,3,2,1,10,@@,@@,@@@@,M
0,0,1,C1600091272,2,50101,1,50101,10,2,60101,1,60101,10,2,@@,0,61300,@@,11,1,2,2,1,10,10,@@,2003,F
0,0,0,C1600091274,1,90513,1,90513,@@,1,40300,1,40300,@@,1,40100,1,40100,6,11,2,2,2,1,@@,@@,6,@@@@,M
1,1,1,C1600091282,1,50300,1,50300,@@,1,20300,1,20300,@@,1,@@,0,100700,@@,11,1,2,2,1,@@,@@,@@,2007,F
1,0,0,C1600091291,1,99999,1,99999,10,2,@@,0,99999,@@,1,@@,0,70103,@@,11,2,2,2,1,10,@@,@@,1991,F
0,0,0,C1600091307,1,10101,1,10101,@@,1,@@,0,89999,@@,1,@@,0,0,10,11,1,2,2,1,@@,@@,10,2008,F
0,0,1,C1600091319,1,80399,1,80399,@@,1,0,1,0,10,1,39999,1,39999,@@,11,1,3,2,1,@@,10,@@,@@@@,F
0,0,1,C1600091324,1,@@,0,90701,60,2,@@,0,70303,@@,1,70101,1,70101,10,11,2,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600091337,1,80300,1,80300,9,1,@@,0,90701,@@,2,90309,1,90309,@@,11,2,2,2,1,9,@@,@@,1996,M
1,1,1,C1600091351,1,@@,0,61199,10,2,@@,0,50301,10,1,@@,0,60000,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600091354,2,80399,1,80399,10,2,91100,1,91100,@@,2,20300,1,20300,@@,11,1,2,2,1,10,@@,@@,@@@@,M
1,0,0,C1600091366,2,@@,0,70100,10,1,@@,0,90900,@@,1,70101,1,70101,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600091386,1,@@,0,90000,@@,1,@@,0,60199,10,1,@@,0,80300,10,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600091388,1,19999,1,19999,@@,1,61300,1,61300,10,1,91599,1,91599,@@,11,2,2,2,1,@@,10,@@,@@@@,M
0,0,1,C1600091395,2,61701,1,61701,@@,1,@@,0,100700,@@,1,69903,1,69903,@@,98,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600091451,0,@@,0,100101,@@,1,@@,0,80000,@@,2,@@,0,10100,10,11,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600091457,1,@@,0,80300,10,2,@@,0,100701,@@,1,90501,1,90501,10,11,1,3,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600091460,1,100505,1,100505,@@,2,30303,1,30303,@@,1,@@,0,0,@@,11,1,1,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600091471,2,@@,0,19999,10,2,99999,1,99999,@@,2,70199,1,70199,10,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600091475,1,@@,0,80399,11,1,@@,0,90999,@@,2,@@,0,100799,@@,11,2,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600091501,1,@@,0,91901,10,2,@@,0,80505,10,0,10000,1,10000,@@,11,1,2,2,1,@@,@@,@@,2007,F
0,0,0,C1600091502,2,89999,1,89999,@@,2,60101,1,60101,10,2,@@,0,129999,@@,22,2,2,2,1,@@,10,@@,@@@@,M
0,1,0,C1600091515,2,@@,0,80101,10,1,@@,0,20000,10,1,@@,0,39999,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600091518,1,@@,0,10000,@@,2,20111,1,20111,10,1,@@,0,10000,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600091541,1,91500,1,91500,@@,1,@@,0,60301,10,2,61701,1,61701,60,11,1,2,2,1,@@,10,60,@@@@,M
0,1,0,C1600091599,1,@@,0,80323,@@,1,30301,1,30301,@@,0,30107,1,30107,11,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600091603,2,@@,0,60300,@@,1,90305,1,90305,@@,2,90000,1,90000,10,21,1,1,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600091612,2,@@,0,60399,@@,2,@@,0,80301,10,2,100301,1,100301,9,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600091628,2,@@,0,60101,@@,2,@@,0,90501,9,1,@@,0,60101,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600091635,1,90399,1,90399,@@,1,@@,0,0,@@,1,60101,1,60101,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600091655,2,@@,0,10703,@@,2,30301,1,30301,4,1,80303,1,80303,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600091693,1,@@,0,90701,8,1,80101,1,80101,60,2,90300,1,90300,@@,11,&,2,2,3,@@,@@,@@,@@@@,M
0,1,1,C1600091715,1,0,1,0,@@,2,@@,0,69900,10,1,@@,0,40199,@@,22,1,2,2,1,@@,10,@@,2001,M
0,1,0,C1600091725,1,100799,1,100799,@@,2,90701,1,90701,@@,1,@@,0,60301,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600091732,1,90300,1,90300,10,2,39999,1,39999,@@,2,80000,1,80000,@@,11,1,1,2,1,10,@@,@@,@@@@,F
1,0,0,C1600091754,1,90399,1,90399,8,1,@@,0,80000,@@,2,@@,0,30701,@@,11,&,3,2,1,8,@@,@@,@@@@,F
1,0,1,C1600091778,1,70100,1,70100,@@,1,99999,1,99999,@@,2,@@,0,90300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600091827,1,0,1,0,3,1,90900,1,90900,@@,1,60301,1,60301,@@,11,1,2,2,2,3,@@,@@,1994,F
